Nr.	BLZ	BIC	Institut	Ort	RZ	Organisation	HBCI-Zugang DNS	HBCI- Zugang     IP-Adresse	HBCI-Version	DDV	RDH-1	RDH-2	RDH-3	RDH-4	RDH-5	RDH-6	RDH-7	RDH-8	RDH-9	RDH-10	RAH-7	RAH-9	RAH-10	PIN/TAN-Zugang URL	Version	Datum letzte Änderung
3027	71142041	COBADEFFXXX	Commerzbank	Waldkraiburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
3028	71150000	BYLADEM1ROS	Sparkasse Rosenheim-Bad/Aibling	Rosenheim-Bad Aibling	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3029	71151020	BYLADEM1MDF	Sparkasse Altötting-Mühldorf a.Inn	Mühldorf	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3030	71152570	BYLADEM1MIB	Kreissparkasse Miesbach-Tegernsee	Miesbach-Tegernsee	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3031	71152680	BYLADEM1WSB	Kreis- und Stadtsparkasse Wasserburg am Inn	Wasserburg	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3032	71160000	GENODEF1VRR	Volksbank Raiffeisenbank Rosenheim-Chiemsee eG	Rosenheim, Oberbay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	7/15/17
3033	71160161	GENODEF1ROR	VR Bank Rosenheim-Chiemsee	Rosenheim, Oberbay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3034	71161964	GENODEF1PRV	Volksbank-Raiffeisenbank Chiemsee -alt-	Prien a. Chiemsee	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3035	71162355	GENODEF1OBD	Raiffeisenbank Oberaudorf	Oberaudorf	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3036	71162804	GENODEF1ASU	Raiffeisenbank Aschau-Samerberg	Aschau i. Chiemgau	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3037	71165150	GENODEF1AIB	Raiffeisenbank Mangfalltal -alt-	Bad Aibling	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3038	71190000	GENODEF1ROV	Volksbank Rosenheim -alt-	Rosenheim, Oberbay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3039	71191000	GENODEF1MUL	VR-Bank Burghausen-Mühldorf	Mühldorf a. Inn	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3040	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Augsburg, Bay	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3041	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Friedberg, Bay	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3042	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Dillingen a.d.Donau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3043	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Krumbach (Schwaben)	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3044	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Lauingen (Donau)	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3045	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Thannhausen, Schwab	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3046	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Rain, Lech	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3047	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Oettingen i.Bay.	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3048	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Gersthofen	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3049	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Mering, Schwab	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3050	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Königsbrunn b Augsburg	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3051	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Neusäß	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3052	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Schwabmünchen	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3053	72020070	HYVEDEMM408	UniCredit Bank - HypoVereinsbank AG	Landsberg am Lech	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3054	72020700	AUGBDE77XXX	Augsburger Aktienbank AG	Augsburg	eigenes Rechenzentrum	BdB																		https://banking.aab.de/hbci	FinTS V3.0	9/4/17
3055	72021271	HYVEDEMM236	UniCredit Bank - HypoVereinsbank AG	Aichach a d Paar	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3056	72021876	HYVEDEMM259	UniCredit Bank - HypoVereinsbank AG	Günzburg	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3057	72021876	HYVEDEMM259	UniCredit Bank - HypoVereinsbank AG	Burgau, Schwab	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3058	72030014	FUBKDE71XXX	Fürst Fugger Privatbank	Augsburg, Bay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3059	72040046	COBADEFFXXX	Commerzbank	Augsburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
3060	72040046	COBADEFFXXX	Commerzbank	Königsbrunn 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
3061	72050000	AUGSDE77XXX	Stadtsparkasse Augsburg	Augsburg	Finanz Informatik GmbH & Co. KG	DSGV	banking-by5.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by5.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3062	72050101	BYLADEM1AUG	Kreissparkasse Augsburg	Augsburg	Finanz Informatik GmbH & Co. KG	DSGV	banking-by5.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by5.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3063	72051210	BYLADEM1AIC	Stadtsparkasse Aichach-Schrobenhausen	Aichach	Finanz Informatik GmbH & Co. KG	DSGV	banking-by5.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by5.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3064	72051840	BYLADEM1GZK	Sparkasse Günzburg-Krumbach	Günzburg-Krumbach	Finanz Informatik GmbH & Co. KG	DSGV	banking-by5.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by5.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3065	72062152	GENODEF1MTG	VR-Bank Lech-Zusam	Gersthofen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3066	72069002	GENODEF1ADZ	Raiffeisenbank Adelzhausen-Sielenbach	Adelzhausen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3067	72069005	GENODEF1AIL	Raiffeisenbank	Aindling	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3068	72069034	GENODEF1BSI	Raiffeisenbank Bissingen	Bissingen, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3069	72069036	GENODEF1BOI	Raiffeisenbank	Bobingen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3070	72069043	GENODEF1GZ2	Raiffeisenbank	Burgau, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3071	72069105	GENODEF1HTF	Raiffeisenbank	Hiltenfingen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3072	72069113	GENODEF1HZH	Raiffeisenbank Aschberg	Holzheim, Kr Dillingen a d Donau	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3073	72069119	GENODEF1ICH	Raiffeisenbank	Ichenhausen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3074	72069123	GENODEF1JET	Raiffeisenbank Jettingen-Scheppach	Jettingen-Scheppach	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3075	72069126	GENODEF1BBT	Raiffeisenbank Bibertal-Kötz eG	Bibertal, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	10/22/16
3076	72069135	GENODEF1LST	Raiffeisenbank Stauden	Langenneufnach	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3077	72069155	GENODEF1MRI	Raiffeisenbank Kissing-Mering	Mering, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3078	72069179	GENODEF1BWI	Raiffeisenbank Unteres Zusamtal	Buttenwiesen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3079	72069193	GENODEF1RLI	Raiffeisenbank	Rehling	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3080	72069220	GENODEF1SMU	Raiffeisenbank	Schwabmünchen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3081	72069235	GENODEF1THS	Raiffeisenbank	Thannhausen, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3082	72069263	GENODEF1WTS	Raiffeisenbank Wittislingen	Wittislingen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3083	72069274	GENODEF1ZUS	Raiffeisenbank Augsburger Land West	Zusmarshausen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3084	72069308	GENODEF1WDN	Raiffeisen-Volksbank Wemding	Wemding	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3085	72069329	GENODEF1NOE	Raiffeisen-Volksbank Ries	Nördlingen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3086	72069736	GENODEF1BLT	Raiffeisenbank Iller-Roth-Günz eG	Bellenberg, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	9/16/17
3087	72069789	GENODEF1PFA	Raiffeisenbank Pfaffenhausen	Pfaffenhausen, Schwab	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3088	72070001	DEUTDEMM720	Deutsche Bank	Augsburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3089	72070001	DEUTDEMM720	Deutsche Bank	Königsbrunn	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3090	72070001	DEUTDEMM720	Deutsche Bank	Gersthofen	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3091	72070001	DEUTDEMM720	Deutsche Bank	Bad Wörishofen	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3092	72070001	DEUTDEMM720	Deutsche Bank	Günzburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3093	72070001	DEUTDEMM720	Deutsche Bank	Dillingen a.d.Donau	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3094	72070001	DEUTDEMM720	Deutsche Bank	Donauwörth	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3095	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Augsburg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3096	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Bad Wörishofen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3097	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Dillingen a.d.Donau	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3098	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Donauwörth	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3099	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Gersthofen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3100	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Günzburg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3101	72070024	DEUTDEDB720	Deutsche Bank Privat und Geschäftskunden	Königsbrunn	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
3102	72090000	GENODEF1AUB	Augusta-Bank Raiffeisen-Volksbank	Augsburg, Bay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3103	72090500	GENODEF1S03	Sparda-Bank Augsburg eG	Augsburg	Sparda-Datenverarbeitung eG	BVR																		https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate	FinTS V3.0	9/26/13
3104	72090900	GENODEF1P14	PSD Bank München	München	Fiducia & GAD IT AG	BVR																		https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	9/16/16
3105	72091800	GENODEF1GZ1	Volksbank Günzburg	Günzburg	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3106	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Ingolstadt, Donau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3107	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Mainburg	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3108	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Wolnzach	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3109	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Eichstätt, Bay	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3110	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Geisenfeld	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3111	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Pfaffenhofen a.d.Ilm	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3112	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Schrobenhausen	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3113	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Vohburg a.d.Donau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3114	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Au i.d.Hallertau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3115	72120078	HYVEDEMM426	UniCredit Bank - HypoVereinsbank AG	Beilngries	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3116	72122181	HYVEDEMM665	UniCredit Bank - HypoVereinsbank AG	Neuburg a.d.Donau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
3117	72140052	COBADEFFXXX	Commerzbank	Ingolstadt	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
3118	72150000	BYLADEM1ING	Sparkasse Ingolstadt Eichstätt	Ingolstadt Eichstätt	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	3/18/17
3119	72151650	BYLADEM1PAF	Vereinigte Sparkasse d. Ldkr. Pfaffenhofen	Pfaffenhofen	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3120	72152070	BYLADEM1NEB	Sparkasse Neuburg-Rain	Neuburg 	Finanz Informatik GmbH & Co. KG	DSGV	banking-by2.s-fints-pt-by.de	nicht unterstützt	3.0	ja											ja			https://banking-by2.s-fints-pt-by.de/fints30	FinTS V3.0	7/9/16
3121	72160818	GENODEF1INP	Volksbank Raiffeisenbank Bayern Mitte eG 	Ingolstadt, Donau	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	11/10/18
3122	72169013	GENODEF1ARH	Raiffeisenbank Aresing-Hörzhausen-Schiltberg	Aresing, Oberbay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3123	72169080	GENODEF1GSB	Raiffeisenbank Gerolsbach	Gerolsbach	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3124	72169218	GENODEF1SBN	Raiffeisenbank Schrobenhausen	Schrobenhausen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3125	72169246	GENODEF1WFN	Raiffeisenbank Schrobenhausener Land	Langenmosen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3126	72169380	GENODEF1BLN	Raiffeisenbank Beilngries	Beilngries	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3127	72169733		Raiffeisenbank Berg im Gau-Langenmosen -alt-	Langenmosen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3128	72169745	GENODEF1WDF	Raiffeisenbank Ehekirchen-Oberhausen	Ehekirchen, Oberbay	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3129	72169756	GENODEF1ND2	Raiffeisen-Volksbank Neuburg/Donau eG	Neuburg a.d.Donau	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	9/24/16
3130	72169764	GENODEF1WRI	Raiffeisenbank Donaumooser Land	Karlshuld	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
3131	72169812	GENODEF1GAH	Raiffeisenbank Gaimersheim-Buxheim	Gaimersheim	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
